0
30.2133,0.343958,90
35.84,0.307384,86
35.3333,0.325522,85
36.56,0.314728,82
36.9133,0.324483,78
35.9667,0.33803,78
35.6933,0.372219,70
35.8133,0.372937,68
35.5533,0.375427,66
38.22,0.352163,65
39.24,0.316931,63
35.8733,0.384766,62
33.24,0.390704,58
37.6467,0.388416,54
38.1333,0.388376,53
32.2067,0.412192,50
39.0667,0.375037,50
35.9333,0.405478,48
38.66,0.39004,48
40,0.347881,47
40.22,0.331474,47
39.7133,0.366266,46
37.9467,0.400646,44
39.2667,0.388533,44
30.1867,0.427227,43
35.2867,0.420892,42
40.7867,0.321983,41
38.86,0.406632,39
38.8733,0.413108,36
39.8733,0.388654,35
40.8467,0.364804,35
39.8467,0.393616,34
40.14,0.400111,30
39.1,0.428028,29
38.6733,0.430438,29
40.3733,0.402172,28
40.4933,0.399359,27
39.2933,0.433907,25
38.8267,0.434004,25
41.6267,0.371492,25
38.3533,0.439004,24
40.9267,0.3978,24
40.8733,0.408413,24
33.0733,0.448451,22
42.2733,0.352161,22
41.7867,0.374698,21
40.3467,0.427953,21
40.56,0.425894,20
41.4133,0.419381,20
39.68,0.439862,19
39.4133,0.441936,18
39.8933,0.437665,18
41.58,0.422167,17
32.94,0.468434,17
42.82,0.358553,17
40.46,0.440247,16
42.9067,0.371114,15
39.2933,0.452845,15
43.3133,0.351108,15
37.5267,0.465054,14
41.1667,0.442828,13
42.3,0.41011,12
41.88,0.428336,12
39.7867,0.463532,10
37.6133,0.483191,10
43.4267,0.376726,10
37.78,0.479613,10
42.9333,0.388398,10
40.5333,0.476111,9
43.6133,0.37227,8
42.3,0.432715,8
39.64,0.486381,8
37.0867,0.491092,7
35.1267,0.49548,7
36.6,0.493819,7
42.2,0.445198,6
44.46,0.346119,6
41.6,0.477701,6
41.4533,0.50212,5
44.56,0.363985,5
41.5,0.50457,4
41.64,0.505376,3
41.66,0.487144,3
39.6733,0.508686,3
43.7,0.431185,2
45.4333,0.391279,2
43.5267,0.440964,2
46.6067,0.376111,2
42,0.513016,2
43.34,0.456351,2
43.4733,0.445488,2
48.1933,0.380769,1
32.4067,0.554854,1
43.5333,0.461017,1
43.82,0.44,1
45.4533,0.414726,1
43.8667,0.484384,0
49.2933,0.426934,0
42.8067,0.525715,0
42.3933,0.556233,0
1
35.5267,0.314728,31
30.2133,0.343958,29
31.5733,0.343958,28
35.1667,0.325522,27
35.84,0.307384,27
35.3333,0.325522,24
35.3333,0.325522,24
34.9467,0.33803,24
36.86,0.307384,21
36.86,0.307384,21
35.98,0.324483,20
36.58,0.324483,19
36.8933,0.324483,17
36.9133,0.324483,16
34.7,0.372219,16
37.7,0.307384,14
35.9667,0.33803,14
36.6733,0.33803,13
37.0467,0.33803,12
37.5933,0.324782,12
35.14,0.372937,12
35.5333,0.372937,9
35.5333,0.372937,9
35.6933,0.372219,9
37.8467,0.352163,9
35.6933,0.372219,9
35.8133,0.372937,7
35.8267,0.372219,7
34.6667,0.375427,6
38.2067,0.352163,6
37.0533,0.375037,6
31.6867,0.412192,5
39.0867,0.316931,5
38.52,0.352163,4
38.0067,0.375037,4
32.2267,0.412192,4
39.18,0.316931,4
35.56,0.375427,4
32.2467,0.412192,3
38.9533,0.366266,2
32.9,0.412192,2
38.4267,0.375037,2
37.5667,0.388416,2
38.1333,0.388376,2
39.58,0.366266,1
40.22,0.331474,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
40.5733,0.331474,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
39.8467,0.393616,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
35.2867,0.420892,0
224,0,0
224,0,0
224,0,0
38.5267,0.400646,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
34.1067,0.432479,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
2
35.7467,0.307384,26
35.84,0.307384,24
35.4267,0.314728,22
34.6067,0.325522,22
35.5267,0.314728,21
35,0.325522,20
35.0333,0.325522,18
35.1667,0.325522,16
36.0067,0.314728,15
36.5867,0.307384,15
35.26,0.325522,15
35.3067,0.325522,14
36.6933,0.307384,13
35.3333,0.325522,12
36.0067,0.324483,12
35.3333,0.325522,12
36.86,0.307384,11
35.3667,0.325522,11
36.86,0.307384,11
35.56,0.325522,10
35.5933,0.325522,9
36.5533,0.324483,8
29.8867,0.343958,8
35.8333,0.325522,8
34.9467,0.33803,7
37.0733,0.307384,7
35.0133,0.33803,6
35.88,0.325522,6
35.88,0.325522,6
30.2133,0.343958,6
30.2133,0.343958,6
36.88,0.324483,6
36.9133,0.324483,5
30.8733,0.343958,5
35.0533,0.33803,5
36.98,0.324483,4
37.2333,0.314728,4
30.9067,0.343958,4
36.1,0.33803,4
36.34,0.325522,3
37.48,0.307384,3
36.3067,0.33803,3
37.1467,0.324483,3
31.5733,0.343958,3
32.3333,0.343958,2
36.68,0.33803,2
37.36,0.33803,1
224,0,0
34.3533,0.372219,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
37.4933,0.361072,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
37.6533,0.314728,0
224,0,0
224,0,0
224,0,0
37.5733,0.324782,0
224,0,0
224,0,0
3
34.9067,0.307384,39
35.02,0.307384,36
35.46,0.307384,28
32.08,0.325522,26
33.9667,0.325522,25
34.3733,0.325522,24
35.7333,0.307384,23
34.3867,0.325522,23
34.4333,0.325522,22
35.7467,0.307384,22
35.78,0.307384,21
34.5333,0.325522,21
34.5733,0.325522,20
35.84,0.307384,20
34.6867,0.325522,19
34.78,0.325522,18
35,0.325522,16
35,0.325522,16
35.0667,0.325522,15
35.16,0.325522,14
36.0067,0.307384,14
35.2,0.325522,13
35.26,0.325522,12
35.3067,0.325522,11
36.22,0.307384,11
35.3133,0.325522,10
36.3467,0.307384,9
35.4333,0.325522,9
35.4867,0.325522,8
36.4133,0.307384,8
36.0333,0.314728,7
35.5933,0.325522,7
36.1667,0.314728,6
35.64,0.325522,6
36.5667,0.307384,6
36.3,0.314728,5
35.7133,0.325522,5
35.8533,0.325522,4
36.86,0.307384,4
36.4133,0.314728,4
36.9667,0.307384,3
36.6333,0.314728,3
35.88,0.325522,3
35.9333,0.325522,2
37.1133,0.314728,2
30.4533,0.343958,1
37.1467,0.314728,1
35.9467,0.325522,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
30.7533,0.343958,0
224,0,0
224,0,0
224,0,0
38.4133,0.314728,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
35.98,0.325522,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
4
34.1667,0.307384,43
34.2333,0.307384,40
34.28,0.307384,38
31.5533,0.325522,28
32.08,0.325522,27
34.84,0.307384,27
32.6333,0.325522,26
34.8533,0.307384,26
33.4,0.325522,25
34.9067,0.307384,25
33.64,0.325522,24
33.78,0.325522,23
34.96,0.307384,23
34.9667,0.307384,22
34.06,0.325522,22
34.1867,0.325522,21
34.22,0.325522,20
35.02,0.307384,19
35.02,0.307384,19
34.2333,0.325522,19
34.32,0.325522,18
34.3333,0.325522,17
35.2,0.307384,16
35.2733,0.307384,15
34.3733,0.325522,15
34.3733,0.325522,15
34.3867,0.325522,14
35.3333,0.307384,13
34.3933,0.325522,13
34.4,0.325522,12
35.3867,0.307384,12
35.3933,0.307384,11
34.4933,0.325522,11
34.5733,0.325522,10
34.6067,0.325522,9
35.54,0.307384,8
34.9267,0.325522,8
34.9933,0.325522,7
35.6133,0.307384,7
35.1,0.325522,6
35.1667,0.325522,5
35.3133,0.325522,4
35.9267,0.307384,4
36.0067,0.307384,3
35.4533,0.325522,3
35.5067,0.325522,2
36.1267,0.307384,2
35.6267,0.325522,1
36.2733,0.307384,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
35.6667,0.325522,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
36.3733,0.307384,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
5
33.36,0.307384,45
33.8867,0.307384,39
34.1667,0.307384,36
34.1667,0.307384,36
34.2133,0.307384,34
34.2333,0.307384,32
34.2333,0.307384,32
34.28,0.307384,29
34.3133,0.307384,27
34.34,0.307384,26
34.3667,0.307384,25
34.38,0.307384,24
34.4267,0.307384,23
34.5267,0.307384,22
34.5333,0.307384,21
34.5867,0.307384,20
34.6333,0.307384,19
34.64,0.307384,18
34.7333,0.307384,17
31.6933,0.325522,16
34.7467,0.307384,16
32.06,0.325522,15
34.7533,0.307384,15
32.2267,0.325522,14
34.7867,0.307384,14
32.38,0.325522,13
32.8667,0.325522,12
34.7933,0.307384,12
33.4,0.325522,11
34.84,0.307384,11
33.4733,0.325522,10
34.88,0.307384,10
33.7533,0.325522,9
33.8067,0.325522,8
33.8267,0.325522,7
34.9067,0.307384,7
34.9067,0.307384,7
34.9067,0.307384,7
33.94,0.325522,6
34.1667,0.325522,5
34.9867,0.307384,5
35.0267,0.307384,4
35.1533,0.307384,3
34.2533,0.325522,3
34.2533,0.325522,3
35.2467,0.307384,2
34.28,0.325522,2
34.7867,0.325522,1
35.2733,0.307384,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
36.72,0.307384,0
224,0,0
34.9467,0.325522,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
6
32.8133,0.307384,49
33.2933,0.307384,48
33.36,0.307384,46
33.36,0.307384,46
33.52,0.307384,45
33.7867,0.307384,44
33.8867,0.307384,43
33.9933,0.307384,42
34.1667,0.307384,39
34.1667,0.307384,39
34.1667,0.307384,39
34.2133,0.307384,38
34.2267,0.307384,37
34.2333,0.307384,36
34.2733,0.307384,35
34.28,0.307384,33
34.28,0.307384,33
34.2867,0.307384,32
34.3,0.307384,31
34.34,0.307384,28
34.34,0.307384,28
34.34,0.307384,28
34.3667,0.307384,27
34.3867,0.307384,26
34.4067,0.307384,25
34.4267,0.307384,24
34.46,0.307384,23
34.48,0.307384,22
34.5267,0.307384,21
34.5733,0.307384,20
34.58,0.307384,19
34.6333,0.307384,18
34.64,0.307384,15
34.64,0.307384,15
34.64,0.307384,15
34.6867,0.307384,14
34.7667,0.307384,12
34.7667,0.307384,12
34.78,0.307384,11
34.9,0.307384,10
34.9133,0.307384,9
34.9333,0.307384,8
35.0933,0.307384,7
35.2267,0.307384,6
35.3333,0.307384,5
35.42,0.307384,4
35.86,0.307384,3
35.9,0.307384,2
36.02,0.307384,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
37.04,0.307384,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
30.9467,0.325522,0
7
32.32,0.307384,49
32.68,0.307384,48
32.78,0.307384,47
32.9867,0.304083,46
32.8133,0.307384,46
32.9933,0.307384,45
33.1133,0.307384,44
33.2,0.307384,43
33.2933,0.307384,41
33.2933,0.307384,41
33.3133,0.307384,39
33.3133,0.307384,39
33.36,0.307384,37
33.36,0.307384,37
33.3667,0.307384,36
33.3867,0.307384,34
33.3867,0.307384,34
33.42,0.307384,33
33.52,0.307384,28
33.52,0.307384,28
33.52,0.307384,28
33.52,0.307384,28
33.52,0.307384,28
33.5667,0.307384,27
33.5933,0.307384,26
33.66,0.307384,25
33.7,0.307384,24
33.7467,0.307384,23
33.7667,0.307384,22
33.7867,0.307384,21
33.94,0.307384,20
33.98,0.307384,19
33.9933,0.307384,18
34.0333,0.307384,17
34.1667,0.307384,16
34.2133,0.307384,15
34.22,0.307384,14
34.2467,0.307384,13
34.34,0.307384,11
34.34,0.307384,11
34.3467,0.307384,10
34.3533,0.307384,9
34.3667,0.307384,8
34.4067,0.307384,7
34.58,0.307384,6
34.72,0.307384,5
34.7267,0.307384,4
34.8267,0.307384,3
35.0667,0.307384,2
35.1,0.307384,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
35.2533,0.307384,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
8
32.04,0.307384,49
32.14,0.307384,48
32.16,0.307384,47
32.2267,0.307384,46
32.3133,0.307384,45
32.32,0.307384,43
32.32,0.307384,43
32.48,0.307384,42
32.5133,0.307384,41
32.54,0.307384,40
32.68,0.307384,37
32.68,0.307384,37
32.68,0.307384,37
32.7133,0.307384,36
32.8133,0.307384,35
32.8533,0.307384,34
32.8933,0.307384,32
32.8933,0.307384,32
32.9733,0.307384,31
33,0.304083,31
33,0.307384,30
33.0133,0.307384,29
33.02,0.307384,28
33.04,0.307384,27
33.06,0.307384,26
33.1267,0.307384,25
33.2533,0.307384,24
33.2867,0.307384,22
33.2867,0.307384,22
33.3133,0.307384,19
33.3133,0.307384,19
33.3133,0.307384,19
33.3467,0.307384,18
33.3667,0.307384,16
33.3667,0.307384,16
33.3867,0.307384,15
33.4067,0.307384,14
33.4133,0.307384,13
33.4467,0.307384,12
33.4667,0.307384,11
33.7667,0.307384,10
33.8867,0.307384,9
33.9933,0.307384,8
34.0067,0.307384,7
34.0667,0.307384,5
34.0667,0.307384,5
34.08,0.307384,4
34.12,0.307384,3
34.64,0.307384,2
34.6867,0.307384,1
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
35.0667,0.307384,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
9
31.28,0.307384,50
31.4333,0.307384,49
31.88,0.307384,47
31.88,0.307384,47
31.9267,0.307384,46
31.9533,0.307384,45
31.9933,0.307384,44
32.04,0.307384,43
32.0867,0.307384,42
32.14,0.307384,38
32.14,0.307384,38
32.14,0.307384,38
32.14,0.307384,38
32.16,0.307384,36
32.16,0.307384,36
32.2067,0.307384,35
32.2333,0.307384,34
32.26,0.307384,33
32.3133,0.307384,32
32.32,0.307384,31
32.3467,0.307384,30
32.38,0.307384,29
32.4133,0.307384,28
32.4467,0.307384,27
32.4533,0.307384,26
32.46,0.307384,25
32.5133,0.307384,24
32.5333,0.307384,23
32.5667,0.307384,22
